date,key,value
1984,Alcohol,7.44444444444
1984,Intoxicated,13.6666666667
1984,Tobacco,4.77777777778
1984,Gambling,0.555555555556
1984,Pharmaceutical,0.944444444445
1984,Cocaine,0.222222222222
1984,Marijuana,0.333333333334
1984,MDMA,0.111111111111
1984,Meth,0.611111111112
1984,Other,0.0
1985,Alcohol,12.8333333333
1985,Cocaine,0.222222222222
1985,Gambling,0.722222222223
1985,Intoxicated,10.3888888889
1985,Marijuana,0.722222222222
1985,MDMA,0.111111111111
1985,Meth,0.0
1985,Other,0.0
1985,Pharmaceutical,0.611111111111
1985,Tobacco,3.22222222222
1986,Alcohol,7.70588235293
1986,Cocaine,0.411764705882
1986,Gambling,0.588235294118
1986,Intoxicated,14.0
1986,Marijuana,0.529411764706
1986,MDMA,0.176470588235
1986,Meth,0.0
1986,Other,0.0588235294118
1986,Pharmaceutical,1.29411764706
1986,Tobacco,3.17647058823
1987,Alcohol,11.65
1987,Cocaine,0.05
1987,Gambling,0.3
1987,Intoxicated,9.15
1987,Marijuana,0.55
1987,MDMA,0.05
1987,Meth,0.1
1987,Other,0.0
1987,Pharmaceutical,1.0
1987,Tobacco,2.9
1988,Alcohol,8.61111111111
1988,Cocaine,0.0555555555556
1988,Gambling,0.277777777778
1988,Intoxicated,10.6111111111
1988,Marijuana,0.444444444444
1988,MDMA,0.222222222222
1988,Meth,0.0
1988,Other,0.0
1988,Pharmaceutical,1.83333333334
1988,Tobacco,6.5
1989,Alcohol,11.3333333333
1989,Cocaine,0.380952380952
1989,Gambling,0.571428571428
1989,Intoxicated,11.1428571429
1989,Marijuana,0.0952380952381
1989,MDMA,0.0952380952381
1989,Meth,0.047619047619
1989,Other,0.047619047619
1989,Pharmaceutical,1.09523809524
1989,Tobacco,4.71428571429
1990,Alcohol,10.1304347826
1990,Cocaine,1.13043478261
1990,Gambling,1.30434782609
1990,Intoxicated,11.2608695652
1990,Marijuana,0.478260869566
1990,MDMA,0.130434782609
1990,Meth,0.0
1990,Other,0.0869565217392
1990,Pharmaceutical,1.95652173913
1990,Tobacco,5.0
1991,Alcohol,10.1428571429
1991,Cocaine,0.285714285714
1991,Gambling,1.47619047619
1991,Intoxicated,12.619047619
1991,Marijuana,0.238095238095
1991,MDMA,0.047619047619
1991,Meth,0.047619047619
1991,Other,0.142857142857
1991,Pharmaceutical,1.04761904762
1991,Tobacco,4.47619047619
1992,Alcohol,10.3823529412
1992,Cocaine,1.23529411765
1992,Gambling,1.82352941177
1992,Intoxicated,8.44117647059
1992,Marijuana,0.676470588236
1992,MDMA,0.147058823529
1992,Meth,0.0588235294118
1992,Other,0.0588235294118
1992,Pharmaceutical,0.852941176471
1992,Tobacco,5.73529411764
1993,Alcohol,12.8620689655
1993,Cocaine,0.586206896552
1993,Gambling,0.96551724138
1993,Intoxicated,12.0344827586
1993,Marijuana,0.413793103449
1993,MDMA,0.172413793103
1993,Meth,0.0
1993,Other,0.0344827586207
1993,Pharmaceutical,1.0
1993,Tobacco,4.58620689655
1994,Alcohol,9.88461538461
1994,Cocaine,0.153846153846
1994,Gambling,2.73076923077
1994,Intoxicated,9.26923076923
1994,Marijuana,0.538461538462
1994,MDMA,0.0384615384615
1994,Meth,0.0
1994,Other,0.0
1994,Pharmaceutical,1.61538461538
1994,Tobacco,5.69230769231
1995,Alcohol,10.1538461539
