date,key,value
1984,beer,1.94444444444
1984,wine,1.16666666667
1984,champagne,0.722222222222
1984,sake,0.666666666667
1984,gin,0.888888888889
1984,liquor,0.388888888889
1984,alcohol,0.166666666667
1984,ale,0.0
1984,alize,0.0
1984,bacardi,0.0
1984,booze,0.0555555555556
1984,brandy,0.0555555555556
1984,budweiser,0.0
1984,ciroc,0.0
1984,cognac,0.0555555555556
1984,corona,0.111111111111
1984,courvoisier,0.0
1984,cristal,0.0
1984,dom perignon,0.0
1984,grey goose,0.0
1984,jack daniels,0.0555555555556
1984,lager,0.0555555555556
1984,mixed drink,0.0
1984,moet,0.0
1984,ouzo,0.0
1984,patron,0.111111111111
1984,red wine,0.0
1984,remy martin,0.0
1984,rum,0.111111111111
1984,tequila,0.0
1984,vodka,0.0
1984,whiskey,0.0555555555556
1984,white wine,0.0
1985,alcohol,0.111111111111
1985,ale,0.0
1985,alize,0.0
1985,bacardi,0.0
1985,beer,3.61111111111
1985,booze,0.222222222222
1985,brandy,0.666666666667
1985,budweiser,0.0
1985,champagne,0.444444444444
1985,ciroc,0.0
1985,cognac,0.0
1985,corona,0.0
1985,courvoisier,0.0555555555556
1985,cristal,0.0
1985,dom perignon,0.222222222222
1985,gin,0.0
1985,grey goose,0.0
1985,jack daniels,0.0555555555556
1985,lager,0.0
1985,liquor,0.166666666667
1985,mixed drink,0.0
1985,moet,0.0
1985,ouzo,0.0
1985,patron,0.0
1985,red wine,0.0555555555556
1985,remy martin,0.0
1985,rum,0.0
1985,sake,0.833333333333
1985,tequila,0.0
1985,vodka,0.388888888889
1985,whiskey,0.888888888889
1985,white wine,0.0
1985,wine,1.55555555556
1986,alcohol,0.0588235294118
1986,ale,0.0588235294118
1986,alize,0.0
1986,bacardi,0.0
1986,beer,3.47058823529
1986,booze,0.0588235294118
1986,brandy,0.0588235294118
1986,budweiser,0.0588235294118
1986,champagne,0.411764705882
1986,ciroc,0.0
1986,cognac,0.0
1986,corona,0.0
1986,courvoisier,0.0
1986,cristal,0.0
1986,dom perignon,0.0588235294118
1986,gin,0.235294117647
1986,grey goose,0.0
1986,jack daniels,0.0
1986,lager,0.176470588235
1986,liquor,0.294117647059
1986,mixed drink,0.0
1986,moet,0.0
1986,ouzo,0.0
1986,patron,0.0
1986,red wine,0.0
